501
2014, 4, 50
949, 50, 31
949, 31, 50
1059, 50, 32
1059, 32, 50
1120, 50, 40
1120, 40, 50
292, 50, 48
292, 48, 50
1662, 51, 33
1662, 33, 51
1954, 51, 46
1954, 46, 51
761, 52, 1
761, 1, 52
1473, 52, 20
1473, 20, 52
1804, 52, 29
1804, 29, 52
1523, 52, 45
1523, 45, 52
493, 53, 17
493, 17, 53
820, 53, 19
820, 19, 53
322, 53, 47
322, 47, 53
930, 54, 0
930, 0, 54
274, 54, 1
274, 1, 54
105, 54, 2
105, 2, 54
1979, 54, 15
1979, 15, 54
722, 54, 26
722, 26, 54
1032, 54, 44
1032, 44, 54
111, 54, 47
111, 47, 54
572, 54, 50
572, 50, 54
1970, 54, 51
1970, 51, 54
900, 55, 4
900, 4, 55
1676, 55, 18
1676, 18, 55
614, 55, 25
614, 25, 55
430, 56, 0
430, 0, 56
594, 56, 3
594, 3, 56
1488, 56, 9
1488, 9, 56
1118, 56, 17
1118, 17, 56
1481, 56, 46
1481, 46, 56
740, 56, 51
740, 51, 56
1587, 57, 2
1587, 2, 57
494, 57, 19
494, 19, 57
211, 57, 31
211, 31, 57
1525, 57, 33
1525, 33, 57
871, 57, 37
871, 37, 57
116, 57, 39
116, 39, 57
811, 57, 43
811, 43, 57
88, 57, 49
88, 49, 57
623, 57, 52
623, 52, 57
547, 58, 4
547, 4, 58
1562, 58, 11
1562, 11, 58
1138, 58, 18
1138, 18, 58
193, 58, 22
193, 22, 58
1533, 58, 49
1533, 49, 58
280, 59, 6
280, 6, 59
1658, 59, 18
1658, 18, 59
1492, 59, 22
1492, 22, 59
1826, 59, 32
1826, 32, 59
645, 59, 48
645, 48, 59
395, 59, 51
395, 51, 59
1262, 59, 54
1262, 54, 59
1744, 60, 0
1744, 0, 60
323, 60, 9
323, 9, 60
199, 60, 21
199, 21, 60
1312, 60, 22
1312, 22, 60
596, 60, 25
596, 25, 60
1096, 60, 30
1096, 30, 60
1668, 60, 39
1668, 39, 60
1585, 60, 46
1585, 46, 60
1309, 60, 53
1309, 53, 60
1812, 60, 57
1812, 57, 60
536, 61, 17
536, 17, 61
297, 61, 21
297, 21, 61
1195, 61, 23
1195, 23, 61
1547, 61, 27
1547, 27, 61
1752, 61, 52
1752, 52, 61
1065, 61, 60
1065, 60, 61
499, 62, 18
499, 18, 62
1675, 62, 39
1675, 39, 62
1410, 62, 52
1410, 52, 62
880, 63, 15
880, 15, 63
480, 63, 22
480, 22, 63
1435, 63, 25
1435, 25, 63
449, 63, 29
449, 29, 63
1527, 63, 32
1527, 32, 63
210, 63, 52
210, 52, 63
166, 63, 59
166, 59, 63
1469, 63, 62
1469, 62, 63
690, 64, 23
690, 23, 64
1593, 64, 30
1593, 30, 64
558, 64, 35
558, 35, 64
287, 64, 55
287, 55, 64
1169, 65, 17
1169, 17, 65
1422, 65, 19
1422, 19, 65
1484, 65, 21
1484, 21, 65
1602, 65, 22
1602, 22, 65
148, 65, 34
148, 34, 65
687, 65, 47
687, 47, 65
210, 65, 52
210, 52, 65
217, 65, 56
217, 56, 65
98, 66, 5
98, 5, 66
1388, 66, 8
1388, 8, 66
1146, 66, 30
1146, 30, 66
43, 66, 39
43, 39, 66
609, 66, 45
609, 45, 66
1094, 66, 54
1094, 54, 66
473, 67, 14
473, 14, 67
1251, 67, 36
1251, 36, 67
314, 67, 56
314, 56, 67
454, 68, 0
454, 0, 68
206, 68, 56
206, 56, 68
144, 68, 61
144, 61, 68
1986, 69, 1
1986, 1, 69
890, 69, 2
890, 2, 69
31, 69, 4
31, 4, 69
1310, 69, 15
1310, 15, 69
543, 69, 32
543, 32, 69
1851, 69, 38
1851, 38, 69
681, 69, 47
681, 47, 69
1687, 69, 50
1687, 50, 69
1734, 69, 58
1734, 58, 69
1281, 69, 59
1281, 59, 69
1318, 70, 3
1318, 3, 70
48, 70, 14
48, 14, 70
1911, 70, 20
1911, 20, 70
1231, 70, 26
1231, 26, 70
841, 70, 42
841, 42, 70
1335, 70, 43
1335, 43, 70
450, 70, 46
450, 46, 70
225, 70, 48
225, 48, 70
1959, 70, 59
1959, 59, 70
1067, 71, 29
1067, 29, 71
1165, 71, 39
1165, 39, 71
1314, 71, 47
1314, 47, 71
1413, 71, 48
1413, 48, 71
640, 71, 49
640, 49, 71
641, 71, 56
641, 56, 71
814, 71, 57
814, 57, 71
1875, 71, 60
1875, 60, 71
158, 72, 1
158, 1, 72
403, 72, 5
403, 5, 72
784, 72, 17
784, 17, 72
1628, 72, 18
1628, 18, 72
44, 72, 27
44, 27, 72
1525, 72, 28
1525, 28, 72
260, 72, 29
260, 29, 72
1466, 72, 32
1466, 32, 72
1664, 72, 37
1664, 37, 72
1029, 72, 44
1029, 44, 72
1652, 72, 57
1652, 57, 72
1821, 72, 64
1821, 64, 72
1107, 72, 67
1107, 67, 72
1851, 73, 12
1851, 12, 73
980, 73, 18
980, 18, 73
1071, 73, 23
1071, 23, 73
514, 73, 35
514, 35, 73
1797, 73, 49
1797, 49, 73
1065, 73, 53
1065, 53, 73
1216, 73, 68
1216, 68, 73
652, 73, 69
652, 69, 73
532, 74, 5
532, 5, 74
451, 74, 6
451, 6, 74
1985, 74, 21
1985, 21, 74
851, 74, 24
851, 24, 74
141, 74, 29
141, 29, 74
678, 74, 42
678, 42, 74
576, 74, 51
576, 51, 74
353, 74, 61
353, 61, 74
500, 74, 63
500, 63, 74
657, 75, 25
657, 25, 75
1148, 75, 42
1148, 42, 75
638, 75, 67
638, 67, 75
889, 76, 8
889, 8, 76
323, 76, 28
323, 28, 76
1933, 76, 34
1933, 34, 76
395, 76, 35
395, 35, 76
1981, 76, 39
1981, 39, 76
169, 76, 46
169, 46, 76
711, 76, 54
711, 54, 76
1078, 76, 56
1078, 56, 76
1487, 77, 7
1487, 7, 77
474, 77, 9
474, 9, 77
1652, 77, 41
1652, 41, 77
599, 77, 48
599, 48, 77
997, 78, 1
997, 1, 78
723, 78, 11
723, 11, 78
696, 78, 14
696, 14, 78
418, 78, 21
418, 21, 78
1703, 78, 26
1703, 26, 78
1500, 78, 27
1500, 27, 78
1031, 78, 30
1031, 30, 78
660, 78, 40
660, 40, 78
955, 78, 52
955, 52, 78
1339, 78, 59
1339, 59, 78
140, 79, 9
140, 9, 79
1589, 79, 10
1589, 10, 79
1879, 79, 28
1879, 28, 79
1605, 79, 35
1605, 35, 79
645, 79, 38
645, 38, 79
1974, 79, 47
1974, 47, 79
510, 79, 49
510, 49, 79
1675, 79, 54
1675, 54, 79
1574, 79, 58
1574, 58, 79
1130, 79, 63
1130, 63, 79
714, 80, 6
714, 6, 80
459, 80, 14
459, 14, 80
70, 80, 20
70, 20, 80
284, 80, 23
284, 23, 80
20, 80, 37
20, 37, 80
508, 80, 43
508, 43, 80
441, 80, 44
441, 44, 80
1976, 80, 47
1976, 47, 80
1220, 80, 56
1220, 56, 80
965, 80, 59
965, 59, 80
1508, 80, 62
1508, 62, 80
1808, 80, 64
1808, 64, 80
1963, 80, 65
1963, 65, 80
1639, 80, 74
1639, 74, 80
1585, 81, 2
1585, 2, 81
1806, 81, 11
1806, 11, 81
59, 81, 75
59, 75, 81
1495, 81, 80
1495, 80, 81
84, 82, 2
84, 2, 82
1982, 82, 20
1982, 20, 82
1400, 82, 36
1400, 36, 82
1275, 82, 49
1275, 49, 82
98, 82, 60
98, 60, 82
1261, 82, 63
1261, 63, 82
634, 82, 64
634, 64, 82
129, 82, 70
129, 70, 82
904, 82, 71
904, 71, 82
54, 83, 4
54, 4, 83
77, 83, 14
77, 14, 83
365, 83, 25
365, 25, 83
1987, 83, 41
1987, 41, 83
1551, 83, 43
1551, 43, 83
1901, 83, 44
1901, 44, 83
1994, 83, 46
1994, 46, 83
477, 83, 47
477, 47, 83
398, 83, 68
398, 68, 83
1134, 84, 8
1134, 8, 84
1140, 84, 11
1140, 11, 84
128, 84, 28
128, 28, 84
1768, 84, 39
1768, 39, 84
453, 84, 62
453, 62, 84
1551, 84, 73
1551, 73, 84
1263, 84, 77
1263, 77, 84
1885, 84, 78
1885, 78, 84
873, 85, 8
873, 8, 85
182, 85, 20
182, 20, 85
1411, 85, 46
1411, 46, 85
1330, 85, 49
1330, 49, 85
322, 85, 59
322, 59, 85
487, 85, 71
487, 71, 85
1951, 85, 72
1951, 72, 85
1556, 85, 79
1556, 79, 85
1611, 86, 9
1611, 9, 86
48, 86, 11
48, 11, 86
326, 86, 20
326, 20, 86
1214, 86, 50
1214, 50, 86
1907, 86, 53
1907, 53, 86
1534, 86, 56
1534, 56, 86
1386, 86, 71
1386, 71, 86
1508, 86, 73
1508, 73, 86
1921, 86, 79
1921, 79, 86
333, 87, 10
333, 10, 87
755, 87, 13
755, 13, 87
1559, 87, 26
1559, 26, 87
328, 87, 41
328, 41, 87
1733, 87, 50
1733, 50, 87
1549, 87, 55
1549, 55, 87
977, 87, 61
977, 61, 87
1363, 87, 71
1363, 71, 87
528, 87, 74
528, 74, 87
1427, 88, 12
1427, 12, 88
1274, 88, 27
1274, 27, 88
1272, 88, 32
1272, 32, 88
1265, 88, 33
1265, 33, 88
757, 88, 47
757, 47, 88
1858, 88, 58
1858, 58, 88
991, 88, 65
991, 65, 88
2005, 88, 68
2005, 68, 88
358, 88, 69
358, 69, 88
1593, 88, 75
1593, 75, 88
1753, 89, 2
1753, 2, 89
19, 89, 5
19, 5, 89
1545, 89, 18
1545, 18, 89
1739, 89, 36
1739, 36, 89
1149, 89, 51
1149, 51, 89
588, 89, 59
588, 59, 89
216, 89, 69
216, 69, 89
1471, 89, 72
1471, 72, 89
1465, 90, 14
1465, 14, 90
1708, 90, 26
1708, 26, 90
1273, 90, 31
1273, 31, 90
524, 90, 39
524, 39, 90
139, 90, 40
139, 40, 90
1011, 90, 59
1011, 59, 90
1182, 90, 61
1182, 61, 90
189, 90, 64
189, 64, 90
1333, 90, 67
1333, 67, 90
258, 90, 69
258, 69, 90
1986, 90, 77
1986, 77, 90
1756, 91, 9
1756, 9, 91
1788, 91, 13
1788, 13, 91
1030, 91, 19
1030, 19, 91
566, 91, 20
566, 20, 91
478, 91, 21
478, 21, 91
989, 91, 43
989, 43, 91
1898, 91, 47
1898, 47, 91
320, 91, 52
320, 52, 91
196, 91, 89
196, 89, 91
975, 92, 3
975, 3, 92
1321, 92, 6
1321, 6, 92
1482, 92, 9
1482, 9, 92
588, 92, 29
588, 29, 92
1226, 92, 34
1226, 34, 92
267, 92, 37
267, 37, 92
1983, 92, 44
1983, 44, 92
536, 92, 49
536, 49, 92
431, 92, 52
431, 52, 92
1856, 92, 53
1856, 53, 92
1697, 92, 76
1697, 76, 92
721, 92, 86
721, 86, 92
1442, 92, 87
1442, 87, 92
569, 92, 90
569, 90, 92
1587, 93, 16
1587, 16, 93
575, 93, 41
575, 41, 93
629, 93, 48
629, 48, 93
1902, 93, 54
1902, 54, 93
722, 93, 62
722, 62, 93
602, 93, 81
602, 81, 93
813, 93, 86
813, 86, 93
1780, 94, 12
1780, 12, 94
670, 94, 13
670, 13, 94
211, 94, 14
211, 14, 94
361, 94, 16
361, 16, 94
1218, 94, 31
1218, 31, 94
427, 94, 39
427, 39, 94
1799, 94, 42
1799, 42, 94
1415, 94, 45
1415, 45, 94
132, 94, 51
132, 51, 94
1288, 94, 53
1288, 53, 94
1593, 94, 54
1593, 54, 94
1811, 94, 70
1811, 70, 94
190, 94, 77
190, 77, 94
1199, 94, 81
1199, 81, 94
462, 94, 83
462, 83, 94
1784, 95, 4
1784, 4, 95
560, 95, 5
560, 5, 95
1301, 95, 26
1301, 26, 95
579, 95, 34
579, 34, 95
515, 95, 36
515, 36, 95
840, 95, 58
840, 58, 95
1128, 95, 59
1128, 59, 95
729, 95, 80
729, 80, 95
668, 95, 81
668, 81, 95
1822, 95, 84
1822, 84, 95
1512, 96, 11
1512, 11, 96
844, 96, 17
844, 17, 96
1700, 96, 24
1700, 24, 96
1166, 96, 35
1166, 35, 96
1345, 96, 37
1345, 37, 96
433, 96, 57
433, 57, 96
1727, 96, 66
1727, 66, 96
2012, 96, 82
2012, 82, 96
1627, 96, 90
1627, 90, 96
706, 96, 93
706, 93, 96
1715, 97, 0
1715, 0, 97
514, 97, 5
514, 5, 97
1500, 97, 27
1500, 27, 97
284, 97, 33
284, 33, 97
150, 97, 42
150, 42, 97
1330, 97, 51
1330, 51, 97
1623, 97, 61
1623, 61, 97
116, 97, 79
116, 79, 97
575, 97, 86
575, 86, 97
269, 98, 26
269, 26, 98
117, 98, 31
117, 31, 98
1033, 98, 34
1033, 34, 98
672, 98, 36
672, 36, 98
769, 98, 38
769, 38, 98
121, 98, 41
121, 41, 98
664, 98, 44
664, 44, 98
1697, 98, 63
1697, 63, 98
116, 98, 67
116, 67, 98
1027, 98, 70
1027, 70, 98
278, 98, 97
278, 97, 98
723, 99, 11
723, 11, 99
1507, 99, 27
1507, 27, 99
134, 99, 28
134, 28, 99
1367, 99, 32
1367, 32, 99
709, 99, 36
709, 36, 99
505, 99, 43
505, 43, 99
1138, 99, 52
1138, 52, 99
1338, 99, 60
1338, 60, 99
1363, 99, 64
1363, 64, 99
510, 100, 4
510, 4, 100
1570, 100, 14
1570, 14, 100
973, 100, 17
973, 17, 100
1155, 100, 30
1155, 30, 100
670, 100, 70
670, 70, 100
470, 100, 90
470, 90, 100
933, 100, 92
933, 92, 100
339, 101, 13
339, 13, 101
642, 101, 22
642, 22, 101
864, 101, 24
864, 24, 101
1229, 101, 25
1229, 25, 101
1642, 101, 26
1642, 26, 101
1717, 101, 40
1717, 40, 101
1749, 101, 48
1749, 48, 101
938, 101, 52
938, 52, 101
693, 101, 58
693, 58, 101
1525, 101, 64
1525, 64, 101
555, 101, 67
555, 67, 101
834, 101, 80
834, 80, 101
457, 101, 84
457, 84, 101
350, 101, 87
350, 87, 101
597, 102, 4
597, 4, 102
1151, 102, 14
1151, 14, 102
1727, 102, 28
1727, 28, 102
885, 102, 29
885, 29, 102
1751, 102, 47
1751, 47, 102
669, 102, 56
669, 56, 102
550, 102, 73
550, 73, 102
1466, 102, 76
1466, 76, 102
1379, 102, 82
1379, 82, 102
1152, 102, 94
1152, 94, 102
1827, 103, 9
1827, 9, 103
576, 103, 35
576, 35, 103
768, 103, 36
768, 36, 103
792, 103, 40
792, 40, 103
1346, 103, 41
1346, 41, 103
557, 103, 47
557, 47, 103
1312, 103, 58
1312, 58, 103
1443, 103, 64
1443, 64, 103
1348, 103, 65
1348, 65, 103
862, 103, 93
862, 93, 103
1744, 104, 7
1744, 7, 104
1996, 104, 23
1996, 23, 104
1168, 104, 28
1168, 28, 104
809, 104, 31
809, 31, 104
166, 104, 35
166, 35, 104
270, 104, 83
270, 83, 104
879, 104, 102
879, 102, 104
1082, 105, 1
1082, 1, 105
550, 105, 9
550, 9, 105
733, 105, 13
733, 13, 105
662, 105, 38
662, 38, 105
1592, 105, 45
1592, 45, 105
312, 105, 46
312, 46, 105
1124, 105, 47
1124, 47, 105
866, 105, 49
866, 49, 105
1616, 105, 56
1616, 56, 105
1203, 105, 67
1203, 67, 105
1866, 105, 68
1866, 68, 105
1031, 105, 74
1031, 74, 105
884, 105, 79
884, 79, 105
649, 105, 97
649, 97, 105
239, 105, 99
239, 99, 105
1560, 105, 105
1560, 105, 105
1918, 106, 0
1918, 0, 106
1633, 106, 14
1633, 14, 106
981, 106, 20
981, 20, 106
371, 106, 26
371, 26, 106
85, 106, 28
85, 28, 106
1857, 106, 34
1857, 34, 106
1648, 106, 35
1648, 35, 106
1568, 106, 41
1568, 41, 106
93, 106, 43
93, 43, 106
678, 106, 55
678, 55, 106
572, 106, 69
572, 69, 106
468, 106, 76
468, 76, 106
789, 106, 80
789, 80, 106
1545, 106, 93
1545, 93, 106
1244, 106, 101
1244, 101, 106
210, 107, 7
210, 7, 107
474, 107, 15
474, 15, 107
1713, 107, 17
1713, 17, 107
631, 107, 69
631, 69, 107
566, 107, 79
566, 79, 107
728, 107, 81
728, 81, 107
379, 107, 92
379, 92, 107
840, 107, 93
840, 93, 107
1900, 107, 99
1900, 99, 107
872, 108, 6
872, 6, 108
1863, 108, 30
1863, 30, 108
1789, 108, 54
1789, 54, 108
1291, 108, 65
1291, 65, 108
1835, 108, 93
1835, 93, 108
1771, 108, 98
1771, 98, 108
1486, 109, 21
1486, 21, 109
957, 109, 22
957, 22, 109
1936, 109, 41
1936, 41, 109
1321, 109, 42
1321, 42, 109
678, 109, 48
678, 48, 109
666, 109, 51
666, 51, 109
1591, 109, 56
1591, 56, 109
540, 109, 60
540, 60, 109
749, 109, 73
749, 73, 109
810, 109, 97
810, 97, 109
754, 109, 98
754, 98, 109
1948, 109, 101
1948, 101, 109
197, 110, 6
197, 6, 110
1572, 110, 25
1572, 25, 110
1409, 110, 26
1409, 26, 110
1141, 110, 45
1141, 45, 110
456, 110, 49
456, 49, 110
1892, 110, 56
1892, 56, 110
721, 110, 69
721, 69, 110
31, 110, 110
31, 110, 110
507, 111, 24
507, 24, 111
153, 111, 27
153, 27, 111
737, 111, 29
737, 29, 111
1663, 111, 32
1663, 32, 111
1771, 111, 35
1771, 35, 111
978, 111, 44
978, 44, 111
1577, 111, 52
1577, 52, 111
388, 111, 66
388, 66, 111
1634, 111, 72
1634, 72, 111
2006, 111, 80
2006, 80, 111
457, 111, 110
457, 110, 111
301, 112, 2
301, 2, 112
1267, 112, 6
1267, 6, 112
921, 112, 10
921, 10, 112
1070, 112, 12
1070, 12, 112
1762, 112, 27
1762, 27, 112
1721, 112, 44
1721, 44, 112
12, 112, 48
12, 48, 112
1238, 112, 70
1238, 70, 112
1152, 112, 86
1152, 86, 112
736, 112, 111
736, 111, 112
1084, 113, 3
1084, 3, 113
399, 113, 18
399, 18, 113
1112, 113, 24
1112, 24, 113
1923, 113, 39
1923, 39, 113
1808, 113, 47
1808, 47, 113
629, 113, 51
629, 51, 113
1444, 113, 73
1444, 73, 113
124, 113, 88
124, 88, 113
609, 113, 101
609, 101, 113
844, 114, 0
844, 0, 114
718, 114, 18
718, 18, 114
389, 114, 20
389, 20, 114
809, 114, 26
809, 26, 114
2005, 114, 34
2005, 34, 114
964, 114, 45
964, 45, 114
1206, 114, 47
1206, 47, 114
1256, 114, 58
1256, 58, 114
807, 114, 61
807, 61, 114
41, 114, 108
41, 108, 114
406, 115, 8
406, 8, 115
1622, 115, 46
1622, 46, 115
1982, 115, 50
1982, 50, 115
398, 115, 51
398, 51, 115
795, 115, 61
795, 61, 115
1577, 115, 63
1577, 63, 115
766, 115, 65
766, 65, 115
1779, 115, 72
1779, 72, 115
132, 115, 89
132, 89, 115
1680, 115, 111
1680, 111, 115
872, 116, 10
872, 10, 116
463, 116, 11
463, 11, 116
1832, 116, 19
1832, 19, 116
277, 116, 21
277, 21, 116
791, 116, 26
791, 26, 116
543, 116, 47
543, 47, 116
484, 116, 56
484, 56, 116
1010, 116, 81
1010, 81, 116
561, 117, 0
561, 0, 117
161, 117, 4
161, 4, 117
884, 117, 5
884, 5, 117
1229, 117, 9
1229, 9, 117
972, 117, 11
972, 11, 117
959, 117, 34
959, 34, 117
1417, 117, 42
1417, 42, 117
1934, 117, 43
1934, 43, 117
1873, 117, 50
1873, 50, 117
734, 117, 57
734, 57, 117
1091, 117, 58
1091, 58, 117
569, 117, 71
569, 71, 117
1053, 117, 74
1053, 74, 117
1881, 117, 94
1881, 94, 117
419, 117, 96
419, 96, 117
1547, 118, 1
1547, 1, 118
1030, 118, 5
1030, 5, 118
1732, 118, 47
1732, 47, 118
706, 118, 49
706, 49, 118
1437, 118, 62
1437, 62, 118
361, 118, 72
361, 72, 118
1456, 118, 76
1456, 76, 118
1142, 118, 106
1142, 106, 118
955, 118, 116
955, 116, 118
155, 119, 21
155, 21, 119
486, 119, 57
486, 57, 119
2008, 119, 65
2008, 65, 119
1720, 119, 70
1720, 70, 119
917, 119, 75
917, 75, 119
1336, 119, 81
1336, 81, 119
776, 119, 94
776, 94, 119
159, 119, 97
159, 97, 119
397, 120, 14
397, 14, 120
719, 120, 15
719, 15, 120
1704, 120, 58
1704, 58, 120
738, 120, 61
738, 61, 120
1241, 120, 62
1241, 62, 120
1835, 120, 70
1835, 70, 120
1609, 120, 83
1609, 83, 120
1876, 120, 86
1876, 86, 120
1137, 120, 91
1137, 91, 120
1702, 120, 95
1702, 95, 120
457, 120, 109
457, 109, 120
848, 120, 118
848, 118, 120
939, 121, 7
939, 7, 121
431, 121, 21
431, 21, 121
157, 121, 40
157, 40, 121
878, 121, 43
878, 43, 121
27, 121, 47
27, 47, 121
694, 121, 49
694, 49, 121
406, 121, 50
406, 50, 121
160, 121, 54
160, 54, 121
1345, 121, 59
1345, 59, 121
1629, 121, 61
1629, 61, 121
1564, 121, 62
1564, 62, 121
1209, 121, 72
1209, 72, 121
1669, 121, 94
1669, 94, 121
521, 121, 108
521, 108, 121
1371, 121, 112
1371, 112, 121
580, 121, 119
580, 119, 121
797, 122, 6
797, 6, 122
1086, 122, 13
1086, 13, 122
643, 122, 19
643, 19, 122
603, 122, 38
603, 38, 122
554, 122, 53
554, 53, 122
454, 122, 63
454, 63, 122
1694, 122, 92
1694, 92, 122
563, 122, 96
563, 96, 122
951, 122, 107
951, 107, 122
380, 122, 109
380, 109, 122
153, 122, 121
153, 121, 122
1778, 123, 4
1778, 4, 123
809, 123, 37
809, 37, 123
1718, 123, 42
1718, 42, 123
408, 123, 51
408, 51, 123
440, 123, 72
440, 72, 123
1782, 123, 86
1782, 86, 123
305, 123, 95
305, 95, 123
897, 123, 110
897, 110, 123
1951, 124, 19
1951, 19, 124
296, 124, 24
296, 24, 124
1569, 124, 31
1569, 31, 124
1851, 124, 57
1851, 57, 124
944, 124, 58
944, 58, 124
1865, 124, 61
1865, 61, 124
995, 124, 72
995, 72, 124
698, 124, 80
698, 80, 124
1611, 124, 97
1611, 97, 124
221, 124, 113
221, 113, 124
1639, 124, 121
1639, 121, 124
1103, 124, 123
1103, 123, 124
1661, 125, 0
1661, 0, 125
1877, 125, 12
1877, 12, 125
1735, 125, 13
1735, 13, 125
37, 125, 20
37, 20, 125
344, 125, 26
344, 26, 125
61, 125, 40
61, 40, 125
121, 125, 55
121, 55, 125
923, 125, 56
923, 56, 125
1895, 125, 58
1895, 58, 125
1650, 125, 75
1650, 75, 125
219, 125, 80
219, 80, 125
1383, 125, 85
1383, 85, 125
1104, 125, 101
1104, 101, 125
1340, 125, 119
1340, 119, 125
1059, 126, 1
1059, 1, 126
986, 126, 6
986, 6, 126
500, 126, 20
500, 20, 126
445, 126, 22
445, 22, 126
1460, 126, 25
1460, 25, 126
1313, 126, 39
1313, 39, 126
1973, 126, 54
1973, 54, 126
1446, 126, 63
1446, 63, 126
995, 126, 93
995, 93, 126
551, 126, 97
551, 97, 126
65, 126, 117
65, 117, 126
118, 127, 3
118, 3, 127
1820, 127, 7
1820, 7, 127
430, 127, 12
430, 12, 127
1092, 127, 15
1092, 15, 127
1544, 127, 27
1544, 27, 127
447, 127, 28
447, 28, 127
1502, 127, 29
1502, 29, 127
1292, 127, 37
1292, 37, 127
1557, 127, 72
1557, 72, 127
1232, 127, 79
1232, 79, 127
75, 127, 83
75, 83, 127
320, 127, 107
320, 107, 127
350, 127, 109
350, 109, 127
2014, 128, 11
2014, 11, 128
199, 128, 39
199, 39, 128
423, 128, 59
423, 59, 128
47, 128, 72
47, 72, 128
28, 128, 78
28, 78, 128
300, 128, 80
300, 80, 128
283, 128, 81
283, 81, 128
1746, 128, 89
1746, 89, 128
397, 128, 106
397, 106, 128
1317, 128, 111
1317, 111, 128
141, 128, 115
141, 115, 128
1475, 128, 121
1475, 121, 128
1581, 129, 65
1581, 65, 129
1724, 129, 80
1724, 80, 129
739, 129, 94
739, 94, 129
723, 129, 99
723, 99, 129
1714, 129, 114
1714, 114, 129
438, 129, 124
438, 124, 129
1974, 130, 13
1974, 13, 130
19, 130, 26
19, 26, 130
1433, 130, 29
1433, 29, 130
1619, 130, 38
1619, 38, 130
464, 130, 49
464, 49, 130
